patch_id,centre_lat,centre_lon,num_agn,num_psr
138,41.81031489577859,-61.875,5,0
139,41.81031489577859,-50.625,13,0
140,41.81031489577859,-39.375,10,0
141,41.81031489577859,-28.125,8,0
142,41.81031489577859,-16.875,7,0
143,41.81031489577859,-5.625,10,0
144,35.68533471265204,0.0,9,0
145,35.68533471265204,11.25,7,0
146,35.68533471265204,22.5,8,0
147,35.68533471265204,33.75,4,0
148,35.68533471265204,45.0,9,0
149,35.68533471265204,56.25,9,0
150,35.68533471265204,67.5,13,0
151,35.68533471265204,78.75,12,0
152,35.68533471265204,90.0,10,0
153,35.68533471265204,101.25,13,0
154,35.68533471265204,112.5,14,0
155,35.68533471265204,123.75,15,0
156,35.68533471265204,135.0,12,0
157,35.68533471265204,146.25,17,0
158,35.68533471265204,157.5,12,0
159,35.68533471265204,168.75,14,0
160,35.68533471265204,-180.0,14,0
161,35.68533471265204,-168.75,10,0
162,35.68533471265204,-157.5,15,0
163,35.68533471265204,-146.25,5,0
164,35.68533471265204,-135.0,7,1
165,35.68533471265204,-123.75,7,0
166,35.68533471265204,-112.5,8,0
167,35.68533471265204,-101.25,7,0
168,35.68533471265204,-90.0,9,0
169,35.68533471265204,-78.75000000000006,11,0
170,35.68533471265204,-67.5,13,0
171,35.68533471265204,-56.25,7,0
172,35.68533471265204,-45.0,10,0
173,35.68533471265204,-33.75000000000006,6,0
174,35.68533471265204,-22.5,13,0
175,35.68533471265204,-11.25,11,0
176,30.000000000000007,5.625,9,0
177,30.000000000000007,16.875,7,0
178,30.000000000000007,28.125,9,0
179,30.000000000000007,39.375,5,0
180,30.000000000000007,50.625,8,0
181,30.000000000000007,61.875,15,0
182,30.000000000000007,73.125,14,0
183,30.000000000000007,84.375,14,1
184,30.000000000000007,95.625,13,0
185,30.000000000000007,106.875,12,0
186,30.000000000000007,118.125,11,0
187,30.000000000000007,129.375,16,0
188,30.000000000000007,140.625,12,0
189,30.000000000000007,151.875,12,0
190,30.000000000000007,163.125,16,0
191,30.000000000000007,174.375,14,0
192,30.000000000000007,-174.375,16,0
193,30.000000000000007,-163.125,17,0
194,30.000000000000007,-151.875,9,0
195,30.000000000000007,-140.625,9,0
196,30.000000000000007,-129.37500000000006,9,0
197,30.000000000000007,-118.125,7,0
198,30.000000000000007,-106.875,9,0
199,30.000000000000007,-95.625,12,0
200,30.000000000000007,-84.375,10,0
201,30.000000000000007,-73.12500000000006,10,0
202,30.000000000000007,-61.875,9,0
203,30.000000000000007,-50.625,5,0
204,30.000000000000007,-39.375,10,0
205,30.000000000000007,-28.125,12,0
206,30.000000000000007,-16.875,7,0
207,30.000000000000007,-5.625,13,0
208,24.62431835216408,0.0,10,0
209,24.62431835216408,11.25,6,0
210,24.62431835216408,22.5,6,0
211,24.62431835216408,33.75,9,1
212,24.62431835216408,45.0,7,0
213,24.62431835216408,56.25,15,0
