patch_id,centre_lat,centre_lon,num_agn,num_psr
718,-60.4344388449523,-171.0,6,0
719,-60.4344388449523,-153.0,7,0
720,-60.4344388449523,-135.0,11,0
721,-60.4344388449523,-117.0,10,0
722,-60.4344388449523,-99.0,8,0
723,-60.4344388449523,-81.0,14,0
724,-60.4344388449523,-63.0,12,0
725,-60.4344388449523,-45.0,14,0
726,-60.4344388449523,-27.0,14,0
727,-60.4344388449523,-9.0,13,0
728,-66.44353569089876,11.25,12,0
729,-66.44353569089876,33.75,11,0
730,-66.44353569089876,56.25,10,0
731,-66.44353569089876,78.75,10,0
732,-66.44353569089876,101.25,17,0
733,-66.44353569089876,123.75,12,0
734,-66.44353569089876,146.25,13,0
735,-66.44353569089876,168.75,16,0
736,-66.44353569089876,-168.75,14,0
737,-66.44353569089876,-146.25,5,0
738,-66.44353569089876,-123.75,14,0
739,-66.44353569089876,-101.25,12,0
740,-66.44353569089876,-78.75,14,0
741,-66.44353569089876,-56.25,11,0
742,-66.44353569089876,-33.75,18,0
743,-66.44353569089876,-11.25,14,0
744,-72.38756092964962,15.0,11,0
745,-72.38756092964962,45.0,9,0
746,-72.38756092964962,75.0,12,0
747,-72.38756092964962,105.0,7,0
748,-72.38756092964962,135.0,14,0
749,-72.38756092964962,165.0,9,0
750,-72.38756092964962,-165.0,9,0
751,-72.38756092964962,-135.0,12,0
752,-72.38756092964962,-105.0,13,0
753,-72.38756092964962,-75.0,11,0
754,-72.38756092964962,-45.0,14,0
755,-72.38756092964962,-15.0,15,0
756,-78.28414760510762,22.5,11,0
757,-78.28414760510762,67.5,14,0
758,-78.28414760510762,112.5,8,0
759,-78.28414760510762,157.5,12,0
760,-78.28414760510762,-157.5,11,0
761,-78.28414760510762,-112.5,11,0
762,-78.28414760510762,-67.5,10,0
763,-78.28414760510762,-22.5,7,0
764,-84.14973293629666,45.0,10,0
765,-84.14973293629666,135.0,12,0
766,-84.14973293629666,-135.0,12,0
767,-84.14973293629666,-45.0,6,0
