RA,DEC,GLON,Variability_Index,Signif,Unc_Energy_Flux100,Spectral_Index,Flux,Signif_Curv,hr12,hr23,hr34,hr45,pulsarness
260.69,10.23,32.23,4.923077,29.251,-27.781273,2.1610608,0.0,0.9075197,-0.070284024,-0.08414141,-0.15921025,-0.07620018,Non-Pulsar
260.92,-77.24,315.68,7.1701703,71.124,-27.703178,2.1699462,0.0,2.0698938,-0.023473918,-0.07885821,-0.21164666,-0.5754814,Non-Pulsar
261.05,33.07,56.76,0.0,7.29,0.0,2.1492066,1.0,0.0,-0.42972472,-0.12317311,0.16439405,0.24331379,Non-Pulsar
261.05,40.09,64.91,6.073929,30.606,-28.253445,2.410729,0.0,1.1256618,-0.19943695,-0.22417343,-0.38342485,-3.3765883,Non-Pulsar
261.07,-65.02,326.99,2.0766444,6.572,-28.279013,2.529917,0.0,-0.791923,-0.5954166,-0.42803374,-0.010237243,0.57362676,Non-Pulsar
261.23,76.92,108.68,4.3136544,11.511,-28.470621,2.713932,0.0,-0.62420917,-0.33522752,-0.37498027,-0.5261673,-0.7923891,Non-Pulsar
261.27,11.87,34.13,4.0096083,74.612,-27.34238,1.7665778,0.0,1.4354347,0.03645313,0.13929409,0.14222983,0.19841418,Non-Pulsar
261.36,52.91,80.29,0.0,4.141,0.0,1.8584167,1.0,0.0,-0.44141528,-0.04726857,-0.016323786,0.5788952,Non-Pulsar
261.39,58.86,87.46,4.4094377,22.082,-28.813036,2.1317525,0.0,0.507771,0.275458,-0.0852048,0.0753071,-0.3572487,Non-Pulsar
261.81,6.74,29.34,3.3379066,2.921,-27.981895,2.7472415,0.0,0.44210455,-0.24898866,-0.52620655,-0.21368378,0.0107931625,Non-Pulsar
261.85,45.51,71.43,7.1057477,80.089,-28.057133,2.3346117,0.0,2.0469773,-0.120417975,-0.24411336,-0.36062303,-0.5596367,Non-Pulsar
261.99,-6.91,16.79,2.4842675,4.608,-27.51333,2.6226308,0.0,0.45797783,-0.42272633,-0.29890347,-0.22227933,-1.227012,Non-Pulsar
262.02,12.28,34.86,4.710393,17.808,-27.768885,2.4691427,0.0,0.8355928,0.019378824,-0.1822804,-0.3800906,-1.1954352,Non-Pulsar
262.08,50.23,77.08,5.299521,64.907,-27.903254,1.7296035,0.0,0.63644177,0.050403915,0.14596353,0.19475424,0.22583403,Non-Pulsar
262.12,4.46,27.31,4.369341,17.698,-27.756144,2.5137758,0.0,1.3107891,-0.21534288,-0.34498325,-0.4101988,-0.32194844,Non-Pulsar
262.13,-73.05,319.81,4.356913,13.29,-28.338295,2.584293,0.0,0.051517084,-0.34824565,-0.2565002,-0.55645186,-11.056827,Non-Pulsar
262.15,-74.8,318.15,3.8944674,8.192,-28.429657,2.5114322,0.0,1.2510629,0.599487,-0.20694986,-0.7292101,2.4230292,Non-Pulsar
262.64,-33.88,354.11,2.5710578,12.948,-25.625504,2.7651951,0.0,1.5885904,-0.24843764,-0.3199291,-0.44431412,0.410606,Pulsar
262.66,0.41,23.79,6.0180945,23.547,-27.828125,2.1319304,0.0,1.4417737,0.19964507,-0.018884912,-0.18968946,-0.11916594,Non-Pulsar
262.66,38.09,62.85,2.8215506,5.608,-28.737797,2.1692502,0.0,-0.6035108,0.68992877,-0.23542006,-0.09416705,0.2889721,Non-Pulsar
262.7,37.26,61.91,3.5844002,14.417,-28.781315,1.8226585,0.0,1.1054703,-0.2983597,0.5518983,-0.124032885,-1.1417277,Non-Pulsar
262.92,-30.05,357.44,3.0477922,17.458,-27.035677,2.125208,0.0,1.4200568,0.9921013,0.45935953,-0.14346436,-0.7279484,Non-Pulsar
262.98,-27.33,359.75,2.6609375,8.252,-26.918264,2.3283453,0.0,-0.74264103,-0.28519598,-0.025570262,-0.449561,2.081621,Non-Pulsar
263.15,-31.52,356.31,1.9740688,109.628,-26.020887,2.2535415,0.0,3.5951056,0.6343327,0.37402388,-0.18790627,-0.59334373,Pulsar
263.26,-13.09,12.03,7.1140943,65.693,-27.114626,2.285435,0.0,2.1018543,-0.059876665,-0.16013332,-0.22753847,-0.43496218,Non-Pulsar
263.35,15.35,38.51,3.5053277,4.892,-28.369022,2.5957813,0.0,0.6471158,-0.13614967,-0.009829427,-0.39066178,1.5455675,Non-Pulsar
263.37,-39.72,349.53,3.0055764,12.358,-27.460962,2.2305553,0.0,-0.5001139,0.3584004,-0.21736887,-0.02656309,0.18237226,Non-Pulsar
263.37,45.29,71.32,0.0,4.186,0.0,1.8900181,1.0,0.0,-0.9963606,0.99362636,-0.28211358,24.804216,Non-Pulsar
263.37,54.48,82.2,2.360219,8.796,-28.463158,2.849817,0.0,0.9337077,-0.1443032,-0.7469294,-0.3772517,0.70862716,Non-Pulsar
263.42,-60.91,331.24,0.0,11.383,0.0,2.3899336,1.0,0.0,-0.07792674,-0.15988468,-0.13438976,-0.2707999,Non-Pulsar
263.51,8.09,31.44,3.0010312,4.883,-28.127779,2.629068,0.0,1.0662757,-0.33226964,-0.18795972,-0.6121014,3.1167102,Non-Pulsar
263.6,38.98,64.04,7.3886037,73.009,-27.853825,2.2572575,0.0,1.8959174,-0.1088902,-0.13287216,-0.29596013,-0.6214075,Non-Pulsar
263.77,-1.55,22.55,2.1663556,5.304,-28.583025,1.850502,0.0,0.5263014,0.94838506,0.997511,0.4587462,0.26201522,Non-Pulsar
263.87,-11.31,13.88,2.110499,8.625,-27.936697,2.057963,0.0,-0.44271603,0.1438635,0.54577625,0.028037425,-0.0949861,Non-Pulsar
263.97,-59.54,332.59,2.4888546,8.516,-28.460611,2.1765049,0.0,-0.18551478,-0.5782653,-0.43576294,0.37414756,0.55801076,Non-Pulsar
264.02,20.56,44.08,3.9552581,19.032,-28.377457,1.7421986,0.0,1.1241978,0.55620205,0.31706238,0.12378164,0.09925537,Non-Pulsar
264.03,-34.38,354.31,2.8697145,18.41,-26.663471,2.1424522,0.0,1.8400114,0.77132523,0.36078066,-0.18088874,-0.21029063,Pulsar
264.17,6.48,30.21,3.0591419,10.582,-27.94051,2.6431322,0.0,-0.28116465,-0.26353854,-0.46812415,-0.26671857,0.39879444,Non-Pulsar
264.23,-33.96,354.75,2.6465282,6.115,-26.248703,2.5733578,0.0,0.8891942,0.9010292,0.04225176,-0.3517385,-0.37482285,Non-Pulsar
264.42,-15.06,10.91,3.270761,3.802,-27.541988,2.6254442,0.0,0.5058007,-0.32254896,-0.32103482,-0.58007777,0.3831945,Non-Pulsar
264.5,87.29,120.01,5.6537094,9.06,-28.8879,2.234095,0.0,-0.012445566,0.8592088,-0.32387826,0.07945756,0.2208246,Non-Pulsar
264.51,2.61,26.74,2.328105,4.505,-27.843836,2.8241417,0.0,0.009004344,-0.14467278,-0.59290576,-0.9224629,0.9684102,Non-Pulsar
264.56,40.01,65.39,0.0,4.717,0.0,2.4503326,1.0,0.0,-0.1385849,0.024262698,-0.5965759,1.9313557,Non-Pulsar
264.58,32.48,56.97,3.1510224,4.549,-28.482706,2.8648348,0.0,0.68211436,-0.45522165,-0.560838,0.21272303,0.15288241,Non-Pulsar
264.72,38.37,63.56,2.1063337,6.763,-29.029009,1.89355,0.0,-1.4480023,0.0844178,0.32435906,-0.46035904,9.631262,Non-Pulsar
264.72,-34.31,354.68,2.0984633,5.297,-26.917923,2.428621,0.0,0.9354755,0.1330778,-0.061843235,-0.30553576,-0.14617376,Non-Pulsar
264.87,-30.26,358.17,2.5661268,11.242,-26.025671,2.6155245,0.0,1.8274271,0.9954362,0.32696116,-0.5823993,-0.045013394,Pulsar
264.89,49.93,76.9,5.649543,38.645,-28.249542,2.2911363,0.0,0.88490236,-0.100977845,-0.12370541,-0.356284,-0.9086535,Non-Pulsar
265.02,47.62,74.21,3.0836809,19.565,-28.747952,2.0767207,0.0,0.45434234,-0.34065902,-0.017083764,0.077861845,-0.20549381,Non-Pulsar
265.14,52.19,79.56,7.105754,71.725,-28.061813,2.4165263,0.0,1.2688092,-0.1929328,-0.28023645,-0.26909506,-0.26875108,Non-Pulsar
265.15,10.1,34.12,1.8727376,6.743,-27.924774,2.8343668,0.0,0.72763956,-0.34037536,-0.6572295,-0.25548694,0.6503883,Pulsar
265.16,53.77,81.41,4.225787,22.626,-28.593588,1.8604132,0.0,1.2284671,0.04090304,0.13197368,0.107009366,0.020240478,Non-Pulsar
265.28,72.44,103.32,2.6244483,8.837,-29.082949,2.1675506,0.0,-0.10601953,0.3304888,-0.13696225,-0.069693044,-0.16017774,Non-Pulsar
265.32,57.66,85.99,0.0,7.873,0.0,2.2201133,1.0,0.0,-0.16008453,-0.4294723,0.22706689,0.5119713,Non-Pulsar
265.38,-31.33,357.5,2.2160444,7.912,-25.956972,2.6329963,0.0,1.0975239,0.18715921,0.19038735,-0.23954207,0.27201563,Non-Pulsar
265.46,-25.62,2.38,2.9385037,13.479,-27.079144,2.1772804,0.0,-0.9320409,-0.39388654,-0.23300602,-0.15270388,0.32639652,Non-Pulsar
265.49,-20.9,6.43,1.8100955,116.301,-26.68156,2.3753157,0.0,3.7487943,0.29958263,-0.017618505,-0.7513443,-1.3051357,Pulsar
265.5,25.93,50.2,1.9937755,6.31,-29.310225,1.766308,0.0,0.92128605,0.99991566,0.49778402,0.39814076,-0.24610838,Non-Pulsar
265.58,-33.31,355.91,2.5348697,16.239,-26.721428,2.3687828,0.0,1.8429416,0.99808866,0.24954744,-0.37050828,-2.0111747,Pulsar
265.61,-15.31,11.3,2.5688481,5.312,-27.421387,2.557073,0.0,0.5686402,-0.34617674,-0.22472747,-0.52028626,-0.76938856,Non-Pulsar
265.63,59.75,88.45,4.528937,22.446,-28.753328,2.1705544,0.0,-0.25637597,-0.19570681,-0.09501098,-0.042532507,-0.19251779,Non-Pulsar
265.98,-18.41,8.8,2.2446516,9.114,-27.410738,2.5138276,0.0,1.6128006,-0.0031038907,0.05008142,-0.76893497,2.4373953,Non-Pulsar
266.0,37.79,63.17,2.778449,4.912,-29.015123,2.191728,0.0,0.3144238,0.9999966,-0.19710344,0.20285845,-0.25408226,Non-Pulsar
266.01,19.6,43.85,2.6667857,27.998,-28.1911,1.9215798,0.0,0.26203132,0.2593263,0.075555034,0.11881902,-0.0060067116,Non-Pulsar
266.03,46.6,73.14,2.7552452,4.193,-29.34068,1.6470338,0.0,-0.3974371,0.99619585,0.09081812,0.43276995,0.3488667,Non-Pulsar
266.05,-3.89,21.57,3.717271,9.486,-27.471592,2.6709619,0.0,0.57751775,-0.1895812,-0.43041745,-0.44531348,0.1304364,Non-Pulsar
266.1,18.86,43.15,2.832082,6.921,-28.69214,1.8765024,0.0,-0.8742715,-0.52024573,-0.371682,0.43000853,0.44075632,Non-Pulsar
266.16,-57.23,335.25,3.5823793,17.35,-28.264982,1.7813978,0.0,0.7800383,-0.31484705,0.17824951,0.25309816,0.22932851,Non-Pulsar
266.22,55.68,83.69,2.4086084,5.762,-29.104687,2.0815303,0.0,-0.24868907,-0.947625,0.83121467,0.11236732,-1.8264331,Non-Pulsar
266.23,-17.45,9.75,2.9960673,28.346,-27.635822,1.9088213,0.0,-0.8335417,0.40194148,-0.040504716,0.07222905,0.29637122,Non-Pulsar
266.28,47.52,74.23,3.2422752,3.724,-28.924816,2.246788,0.0,0.3169997,0.99940914,-0.18701595,-0.04020554,-0.16299765,Non-Pulsar
266.29,41.04,66.86,3.1097646,5.04,-28.865118,2.2933385,0.0,-0.43108743,0.49176458,-0.1946781,0.09159522,-0.14718355,Non-Pulsar
266.36,-7.89,18.16,2.4964385,26.863,-27.64103,2.0560393,0.0,-0.8671821,0.068917125,0.118094504,-0.1459307,-0.61326015,Non-Pulsar
266.42,39.84,65.54,0.0,10.423,0.0,1.9633778,1.0,0.0,-0.44013253,0.13055936,-0.03506519,-0.007169034,Non-Pulsar
266.72,-52.59,339.6,5.499949,12.668,-27.759115,2.5138614,0.0,1.3352728,-0.054922882,-0.22569998,-0.2731033,0.0619174,Non-Pulsar
266.72,-32.66,356.95,1.1681097,39.078,-26.507027,2.3589065,0.0,2.828927,0.72964174,0.119558536,-0.3176834,-0.1746325,Pulsar
266.79,-54.89,337.54,0.0,7.962,0.0,2.4809425,1.0,0.0,-0.064826325,-0.59003055,0.19739144,0.5949939,Non-Pulsar
266.8,49.63,76.71,3.079761,5.76,-29.077236,1.9223492,0.0,0.13431251,-0.12384289,0.13565618,0.105404936,0.28895316,Non-Pulsar
266.82,-29.96,359.31,3.3585703,36.95,-25.266745,2.8723178,0.0,2.8031938,0.14066923,-0.18121631,-0.43173233,-0.1319678,Pulsar
266.87,23.5,48.15,2.6734402,4.87,-28.063366,2.94953,0.0,0.65721375,-0.35900274,-0.6729188,-0.86573017,0.95626307,Non-Pulsar
266.87,27.99,52.81,4.1928616,5.956,-28.28189,2.7114496,0.0,-1.3814658,-0.569181,-0.18939054,-0.36547452,3.6252801,Non-Pulsar
266.9,-53.14,339.16,0.0,5.689,0.0,2.4201622,1.0,0.0,0.9911208,-0.250871,-0.29084912,-0.10359929,Non-Pulsar
266.91,-42.19,348.82,3.8019938,7.494,-27.708374,2.4455097,0.0,0.8611627,-0.004177416,-0.24581452,-0.18998879,0.42490622,Non-Pulsar
266.99,47.07,73.79,3.2443066,7.121,-28.929504,2.3560991,0.0,1.213795,0.9809209,0.5868502,-0.2829241,-10.94459,Non-Pulsar
267.01,34.06,59.32,4.1986003,18.274,-28.421051,2.0621846,0.0,1.0008315,-0.14655262,0.11022788,-0.14047,-1.3749778,Non-Pulsar
267.05,27.05,51.87,3.2695801,7.024,-28.65042,2.1451645,0.0,-0.30492198,0.7260346,-0.41878766,-0.16493988,0.68802124,Non-Pulsar
267.14,-8.9,17.65,0.0,6.557,0.0,1.8818351,1.0,0.0,0.99525565,-0.25656196,0.20711681,0.52923715,Non-Pulsar
267.16,70.1,100.52,6.1927757,123.477,-27.60223,1.9379336,0.0,1.8603078,0.10566993,0.033469982,0.010676565,0.011753926,Non-Pulsar
267.25,-23.46,5.08,2.7964153,7.934,-26.535807,2.9208324,0.0,1.3200217,-0.123629406,-0.41462344,-0.6402342,0.6095208,Non-Pulsar
267.26,43.36,69.63,3.7579098,37.574,-28.173529,1.9884857,0.0,0.7345805,-0.06713631,-0.008073462,0.037966788,0.027838819,Non-Pulsar
267.55,47.08,73.87,2.2563255,2.635,-29.197855,1.7398477,0.0,-1.8011959,0.64067274,0.9223026,0.5702093,0.30870485,Non-Pulsar
267.88,9.65,34.91,6.9748845,89.576,-27.359129,2.1441367,0.0,2.0052662,0.032544468,-0.09276696,-0.16366681,-0.20841382,Non-Pulsar
267.9,29.36,54.55,5.300602,9.108,-28.25535,2.5053484,0.0,0.9333787,0.59332544,-0.18516482,-0.5180393,-2.8929067,Non-Pulsar
267.91,-17.84,10.24,0.0,6.773,0.0,2.1775994,1.0,0.0,0.6736868,-0.15472744,-0.11842038,0.35176304,Non-Pulsar
268.03,45.53,72.19,2.9191923,4.157,-28.83734,2.4048686,0.0,-0.47622275,0.3619871,-0.578799,0.30153847,0.3355692,Non-Pulsar
268.16,-10.18,17.04,2.5848851,5.672,-27.37945,2.5144155,0.0,0.18130253,-0.13918363,-0.20140533,-0.59311104,-14.542669,Non-Pulsar
268.35,-33.42,357.01,1.4076996,12.356,-27.544682,2.364252,0.0,1.7507075,0.99987304,0.1794092,-0.40468067,0.0061734,Non-Pulsar
268.36,-59.23,333.97,2.0101976,5.367,-28.793568,1.9715079,0.0,0.12854446,-0.9867548,0.999592,0.10561286,-0.24845618,Non-Pulsar
268.41,-50.24,342.22,5.552736,15.758,-27.906864,2.4643643,0.0,1.4133255,-0.08735499,-0.24809024,-0.5095669,-0.70565486,Non-Pulsar
268.43,28.8,54.13,4.6824265,10.684,-28.349722,2.3941035,0.0,-0.47617593,-0.09876315,-0.3066298,-0.04116052,-0.035188492,Non-Pulsar
268.55,32.2,57.73,6.340132,63.182,-27.82188,1.7593787,0.0,1.8893352,0.11888698,0.24992701,0.041692518,-0.16907653,Non-Pulsar
268.64,-64.42,329.12,2.7123215,13.083,-28.324144,2.43373,0.0,-0.224764,-0.22353016,-0.20577061,-0.3366861,-1.2545077,Non-Pulsar
268.68,34.74,60.47,4.4744473,7.81,-28.515871,2.6933131,0.0,0.22315757,-0.2461774,-0.26913017,-0.55951726,1.7508667,Non-Pulsar
269.08,55.38,83.49,3.5837162,21.649,-28.60268,1.6722237,0.0,0.91000086,0.09193695,0.008857985,0.32330114,0.39384526,Non-Pulsar
269.17,15.9,41.45,2.4894266,6.544,-28.985481,1.8722728,0.0,0.94265217,0.79798853,0.98228407,0.29206812,-0.48812896,Non-Pulsar
269.24,15.52,41.12,2.8420515,6.126,-28.386528,2.2731311,0.0,0.20007204,-0.2458495,-0.63865614,0.5093877,0.37475744,Non-Pulsar
269.27,70.55,100.99,3.0696144,12.441,-28.722307,1.8555479,0.0,0.4317772,-0.6492262,0.18743755,0.115928724,0.22344194,Non-Pulsar
269.49,-24.33,5.37,2.6129465,6.868,-25.888582,2.4474428,0.0,0.060034964,0.89234674,-0.41136435,-0.5183804,2.6288097,Pulsar
269.56,65.54,95.21,2.6560125,7.227,-28.86665,2.4131405,0.0,0.26019907,0.048629068,-0.15753469,-0.1813401,12.189341,Non-Pulsar
269.58,14.5,40.27,3.3442485,10.153,-28.32443,2.258517,0.0,0.45919538,0.9281092,-0.058596626,-0.14867586,-0.69754696,Non-Pulsar
269.6,-30.47,0.09,2.7097075,12.438,-27.134413,2.2266743,0.0,0.998871,0.89299935,0.13161829,-0.13524729,-0.16716722,Non-Pulsar
269.68,-16.36,12.38,3.5681093,8.468,-27.229752,2.5496638,0.0,1.3919798,0.99988514,-0.067922615,-0.4522914,-0.3437714,Non-Pulsar
269.78,-48.38,344.33,5.4030013,15.672,-27.914145,2.2229085,0.0,0.6834518,0.12233417,0.014563162,-0.22433835,-0.58186543,Non-Pulsar
269.79,-38.82,352.87,3.1048467,14.367,-28.059692,2.028413,0.0,1.6808778,-0.061091244,0.2568168,0.09384789,0.02940633,Non-Pulsar
270.03,28.2,54.02,2.7770798,8.312,-28.808092,1.9502671,0.0,-0.10574666,0.09049763,-0.34143957,0.056640655,0.7116634,Non-Pulsar
270.03,70.63,101.07,3.6170936,12.87,-28.660078,1.836264,0.0,0.9167168,0.9969527,0.36208054,0.089306176,-0.36354238,Non-Pulsar
270.17,78.47,110.04,8.358859,182.905,-27.61384,2.1796448,0.0,2.1837015,-0.054455575,-0.11948549,-0.15692116,-0.37603515,Non-Pulsar
270.32,-24.85,5.29,1.4896878,19.3,-26.147552,2.328215,0.0,1.7343473,-0.048328273,-0.015073607,-0.18735999,0.1110582,Pulsar
270.38,44.07,70.94,7.3837247,53.718,-28.136364,2.3103373,0.0,1.2346867,-0.08386091,-0.22751142,-0.21035774,-0.18406267,Non-Pulsar
270.4,21.4,47.31,2.1446884,4.028,-28.351782,2.4254878,0.0,-0.6068555,-0.38853416,-0.42075312,-0.11637844,0.5208398,Non-Pulsar
270.45,29.85,55.85,2.679729,4.909,-28.969202,1.8347983,0.0,0.440586,-0.9998452,0.9996807,-0.16709039,2.4862394,Non-Pulsar
270.67,-39.67,352.45,8.021804,58.347,-27.24513,2.3272378,0.0,1.9315062,-0.07268613,-0.20085157,-0.24769478,-0.02845849,Non-Pulsar
270.78,-21.81,8.15,2.5367415,36.37,-25.676405,2.241336,0.0,2.3792517,0.44045404,0.03648559,-0.17918666,-0.6411864,Pulsar
270.86,-65.17,328.79,3.887218,9.382,-28.299232,2.488068,0.0,0.5288047,-0.044570006,-0.13658272,-0.5112758,3.0890596,Non-Pulsar
270.88,27.94,54.03,2.9593341,6.628,-28.553173,2.2385054,0.0,-0.18120305,-0.34647587,-0.15113635,0.15921451,0.09118462,Non-Pulsar
270.99,3.71,30.82,3.984758,4.587,-28.296936,2.196376,0.0,0.48107782,0.8968806,0.8603289,-0.19304362,2.711144,Non-Pulsar
271.12,52.83,80.77,0.0,5.137,0.0,1.8823683,1.0,0.0,-0.7116559,-0.01752702,0.19608146,0.3901752,Non-Pulsar
271.57,61.73,90.87,3.1900475,6.405,-28.650944,2.976851,0.0,-0.6168171,-0.55558085,-0.4717156,-0.6534077,-1.7243305,Non-Pulsar
271.59,53.76,81.86,3.3247254,10.704,-28.533358,2.632462,0.0,0.034137256,0.2005333,-0.31823164,-0.5152459,5.597049,Non-Pulsar
271.71,69.83,100.13,5.579944,91.648,-27.85323,2.265073,0.0,1.6114041,-0.070143245,-0.1583288,-0.19984606,-0.39762342,Non-Pulsar
271.75,-80.64,313.07,2.3549097,4.542,-28.834082,2.0169342,0.0,0.38214034,0.9935567,0.95691,0.17611736,-2.5910668,Non-Pulsar
271.81,64.5,94.04,3.620642,12.047,-28.994337,2.1142201,0.0,0.18296503,-0.0018507184,-0.02787118,-0.07811824,-0.6385899,Non-Pulsar
271.99,-64.21,329.93,3.5053568,8.379,-28.279446,2.4485323,0.0,0.30631262,-0.18013346,-0.265672,-0.24321477,-1.8094069,Non-Pulsar
272.0,46.84,74.24,2.5362062,8.523,-29.020441,1.7872989,0.0,-0.90185577,-0.7762729,0.40560013,-0.032936353,0.34677783,Non-Pulsar
272.03,-50.22,343.32,0.0,9.63,0.0,2.6295998,1.0,0.0,-0.10647256,-0.39888656,-0.4773497,0.50560176,Non-Pulsar
272.07,35.01,61.64,4.660445,20.011,-28.23885,2.253177,0.0,-0.51226974,-0.004654866,-0.07150821,-0.1166721,-0.79684466,Non-Pulsar
272.13,-37.03,355.34,2.7629852,11.98,-27.924986,2.3773313,0.0,1.470112,0.5957571,-0.10807449,-0.4740326,0.32664832,Pulsar
272.21,24.33,50.87,0.0,6.97,0.0,1.9867253,1.0,0.0,-0.18789664,0.030742843,-0.23375914,0.29855573,Non-Pulsar
272.22,35.38,62.07,2.5516753,6.087,-28.599382,2.2111597,0.0,0.7205483,-0.003259793,-0.21335496,-0.026636517,0.3347907,Non-Pulsar
272.34,20.71,47.37,3.07946,15.275,-28.509434,1.9589192,0.0,0.31980652,0.24132106,0.27525914,-0.16242924,-0.56728673,Non-Pulsar
272.4,-24.72,6.33,2.3025463,5.363,-27.965792,1.7769885,0.0,0.25444052,0.11268498,-0.9278027,0.8797644,0.77773213,Non-Pulsar
272.44,29.17,55.78,4.140887,33.505,-28.056028,1.8030049,0.0,1.3187593,-0.22657418,0.23606735,0.09293738,-0.05518218,Non-Pulsar
272.46,-23.54,7.39,2.6289792,188.9,-25.47106,2.3119369,0.0,3.8318412,0.2962852,0.09144119,-0.25948706,-0.629545,Pulsar
272.52,-45.84,347.51,0.0,4.398,0.0,2.687002,1.0,0.0,-0.5881071,-0.5084548,-0.19674937,0.41611823,Non-Pulsar
272.68,53.59,81.78,2.5222073,17.986,-28.61646,1.7727273,0.0,0.9285841,-0.30481943,0.36933118,0.13010699,0.04552977,Non-Pulsar
272.75,16.15,43.16,3.977351,10.473,-28.261997,1.938439,0.0,0.7529769,0.24678583,0.20494679,0.15533121,-0.15271701,Non-Pulsar
272.81,-28.0,3.63,2.7892423,7.151,-27.941423,1.9570401,0.0,-0.33047938,0.8937322,-0.039669506,0.14454663,0.2573259,Non-Pulsar
272.83,3.68,31.64,4.0881367,33.561,-27.765963,1.70096,0.0,1.5204232,0.9999033,0.29063934,0.15586348,0.11923418,Non-Pulsar
272.89,-19.43,11.19,2.5513208,6.103,-27.014654,2.146314,0.0,1.0649463,-0.9812815,0.9823628,0.9825643,0.62490624,Pulsar
273.24,42.83,70.14,3.2354326,5.48,-28.563982,2.6267588,0.0,-1.0499909,-0.22502632,-0.48381352,-0.23197544,0.382307,Non-Pulsar
273.35,-12.77,17.24,2.1088502,124.212,-25.859165,2.4892082,0.0,3.3967426,0.08702452,-0.12541297,-0.47641516,-0.57064956,Pulsar
273.39,31.75,58.68,6.201102,45.487,-27.4836,1.9806153,0.0,0.6401485,-0.12691516,0.09262194,-0.07686072,0.06930249,Non-Pulsar
273.41,6.24,34.24,4.0297136,25.928,-27.942165,1.8887035,0.0,1.544828,0.35460064,0.25021344,0.012233908,-0.22561926,Non-Pulsar
273.5,38.48,65.62,2.713113,7.482,-28.760769,2.3180904,0.0,-0.528956,-0.28644815,-0.40029618,0.021919033,0.5488808,Non-Pulsar
273.56,41.24,68.53,2.6633384,4.465,-28.571465,2.6666894,0.0,-0.50339967,-0.21163335,-0.50009286,-0.24634382,0.32619286,Non-Pulsar
273.62,29.89,56.88,3.7363229,4.499,-28.313383,2.781053,0.0,-1.0676134,0.09082371,-0.59879905,-0.3549717,0.74474496,Non-Pulsar
273.81,-27.26,4.7,2.7242095,8.53,-27.314716,2.4178882,0.0,0.9800422,0.99637735,-0.028379103,-0.15762955,0.24614437,Non-Pulsar
274.19,9.86,37.9,2.424071,5.124,-28.123028,2.34203,0.0,-0.02375144,0.9999674,-0.103563786,-0.16957958,-1.5973456,Non-Pulsar
274.24,-49.72,344.41,5.749398,27.636,-27.858505,2.300185,0.0,1.3106698,-0.0956219,-0.13619705,-0.35039005,-0.55851847,Non-Pulsar
274.29,-17.7,13.34,1.6868727,16.955,-26.211744,2.2726667,0.0,1.8057007,-0.18301599,0.15328197,-0.30902264,-0.38905457,Pulsar
274.49,27.12,54.42,2.69761,4.198,-28.202427,2.717951,0.0,-0.39885947,-0.5421551,-0.40990517,-0.10895066,-0.27244127,Non-Pulsar
274.67,9.06,37.38,4.9832983,23.433,-27.65283,2.2962275,0.0,1.5273033,0.01771996,-0.15427972,-0.30391532,-0.5531628,Non-Pulsar
274.78,21.55,49.12,2.3738923,12.075,-28.449306,2.0351148,0.0,-0.77507836,-0.13404426,-0.349648,0.33616954,0.53083175,Non-Pulsar
275.1,36.4,63.9,3.1344142,12.393,-28.781614,1.8388097,0.0,-0.43254972,-0.064074405,-0.07421656,0.22604929,0.50033826,Non-Pulsar
275.4,68.32,98.47,6.580935,34.904,-27.870031,2.4622476,0.0,1.5396188,-0.29850802,-0.16944939,-0.37341607,-9.331012,Non-Pulsar
275.52,16.0,44.16,2.9852607,7.121,-27.97653,2.696379,0.0,0.21145305,-0.22872432,-0.21479663,-0.844296,1.2281523,Non-Pulsar
275.85,-37.34,356.42,2.8923883,6.219,-28.224937,2.5065486,0.0,1.3828923,0.7040459,-0.27653614,-1.0,0.9999998,Non-Pulsar
275.89,68.97,99.21,5.1576524,34.716,-27.918915,2.1801906,0.0,1.3108447,0.33748066,-0.07316265,-0.19965018,-0.5215922,Non-Pulsar
275.91,-34.9,358.68,3.9697225,44.668,-27.589565,1.7245551,0.0,0.9242465,0.692628,0.22220048,0.19176766,0.14747278,Non-Pulsar
276.04,56.86,85.75,5.720424,63.928,-28.03562,2.3289852,0.0,1.3052347,-0.14363304,-0.22341284,-0.26204693,-0.14804602,Non-Pulsar
276.12,1.13,30.86,3.807329,10.176,-27.091047,2.6407077,0.0,0.37255615,-0.31495908,-0.47175387,-0.2104152,0.08968504,Non-Pulsar
276.13,43.2,71.16,2.1481612,11.226,-28.83175,1.9348539,0.0,0.16499741,0.57919484,-0.13542302,-0.007883215,0.28081387,Non-Pulsar
276.18,-32.72,0.76,2.7091892,5.634,-27.915314,2.3500109,0.0,0.61177725,-0.35453954,-0.12264447,-0.09034122,-0.71623725,Non-Pulsar
276.29,-52.53,342.24,6.0440784,24.238,-28.013947,2.3507662,0.0,1.4108359,0.061016247,-0.25572658,-0.2820225,0.01370022,Non-Pulsar
276.52,-50.62,344.14,2.7024717,8.093,-28.755999,1.6870737,0.0,0.8324251,0.99958074,0.90338296,0.14426859,-0.5028639,Non-Pulsar
276.54,-12.94,18.56,2.1917248,112.134,-24.79938,2.498841,0.0,3.529841,0.064307615,0.013382403,-0.3384701,-0.63573235,Pulsar
276.55,-29.38,3.93,3.8833964,5.877,-27.790527,2.3601944,0.0,-0.7205301,-0.49535188,0.025327379,-0.4621781,-0.15141645,Non-Pulsar
