RA,DEC,GLON,Variability_Index,Signif,Unc_Energy_Flux100,Spectral_Index,Flux,Signif_Curv,hr12,hr23,hr34,hr45,pulsarness
77.61,-18.16,219.08,3.5184531,8.288,-28.457201,2.376477,0.0,0.8085587,0.23299457,-0.33331433,-0.5260417,0.38514718,Non-Pulsar
77.85,-68.08,278.76,0.0,7.709,0.0,2.2736783,1.0,0.0,-0.44715422,-0.4397261,-0.0034325426,0.5967408,Non-Pulsar
78.22,40.69,166.5,4.11659,18.086,-27.873241,2.3208497,0.0,0.53571177,-0.40520194,-0.029415887,-0.18975694,-1.991643,Non-Pulsar
78.5,-37.78,241.77,3.2413247,8.056,-28.716616,2.4605262,0.0,0.1868344,0.17943148,-0.17331068,-0.83454,1.5119206,Non-Pulsar
78.63,62.8,148.35,3.2872143,8.259,-28.58576,2.182533,0.0,0.3683504,0.5188792,-0.015679983,-0.13364372,-0.6765433,Non-Pulsar
78.65,-44.14,249.5,2.403739,28.566,-28.551914,2.09699,0.0,2.3482969,0.26853824,-0.18408197,-0.9811449,1.036806,Pulsar
78.89,-1.42,202.81,2.958793,10.37,-28.513145,1.7484474,0.0,0.9015124,-0.08505993,0.2887573,0.22303806,0.023840979,Non-Pulsar
78.91,-45.95,251.73,7.837501,75.048,-27.607897,2.2834687,0.0,1.7660164,-0.055119224,-0.12865563,-0.22385977,-0.891566,Non-Pulsar
78.95,15.46,187.69,3.6641202,32.85,-27.715698,1.7774527,0.0,1.3454399,0.010926104,0.31572622,0.08013456,-0.07351335,Non-Pulsar
78.99,5.62,196.36,2.3779356,3.792,-28.41337,2.2730536,0.0,-0.66755694,-0.53593624,0.061810784,0.19684806,-0.1657067,Non-Pulsar
79.04,-72.67,284.0,5.6990433,14.958,-28.210732,2.2980466,0.0,0.84796625,0.46309957,-0.083842054,-0.27439153,-1.217694,Non-Pulsar
79.1,73.85,138.63,2.6592772,21.449,-28.555729,1.7424601,0.0,0.85453355,0.005353258,0.33011264,0.110707864,-0.04209345,Non-Pulsar
79.18,27.72,177.53,2.195935,4.918,-27.518166,2.4914277,0.0,0.53713197,-0.84486204,0.20196372,-0.13080744,0.38069138,Non-Pulsar
79.18,-62.12,271.52,5.4853396,66.862,-27.970827,2.1538682,0.0,1.231746,-0.0472651,-0.10858468,-0.08882751,-0.2294581,Non-Pulsar
79.22,-5.15,206.55,3.5601442,7.0,-28.135107,2.6280022,0.0,1.2241861,-0.3995563,-0.43432358,-0.9999997,1.0000004,Non-Pulsar
79.39,8.98,193.58,2.6700892,6.042,-28.889593,1.6619701,0.0,1.1626517,-0.9986928,0.9885441,0.7220407,-0.07317334,Non-Pulsar
79.43,-17.98,219.61,3.9462464,9.647,-28.135597,2.4514096,0.0,0.7675331,0.029185912,-0.19420972,-0.5146231,6.327864,Non-Pulsar
79.48,-69.51,280.29,2.1292782,5.203,-28.160147,2.7822561,0.0,1.039713,0.034645945,-0.18601891,-0.7309793,-4.5377655,Non-Pulsar
79.77,8.86,193.89,2.6872094,10.869,-27.490639,2.5057523,0.0,1.095801,0.6307029,-0.26141396,-0.3416811,-0.019826548,Non-Pulsar
79.9,27.74,177.88,3.2893925,6.418,-28.705748,1.7410233,0.0,0.82426786,-0.9977682,0.9998307,0.4085446,-0.013213316,Non-Pulsar
79.91,-45.74,251.55,2.3707356,11.429,-27.865553,2.5687068,0.0,0.7851583,-0.42306778,-0.427486,-0.22399916,0.43258598,Non-Pulsar
80.1,36.12,171.09,2.9647398,5.691,-27.460033,2.7883582,0.0,0.79444873,-0.053489517,-0.6031986,-0.3026361,0.68757534,Non-Pulsar
80.17,65.53,146.34,2.7627218,5.673,-29.214228,1.6248394,0.0,0.087213434,0.9998303,0.7581667,-0.17985475,0.0955709,Non-Pulsar
80.34,-17.57,219.55,2.2515905,15.13,-28.198223,2.3403404,0.0,1.0578223,0.15892704,-0.20827861,-0.36698195,-0.27045584,Non-Pulsar
80.37,-29.97,233.06,1.3831687,4.453,-29.131575,2.022945,0.0,0.089941695,-0.83352125,0.6712863,0.09022993,-0.43460438,Non-Pulsar
80.41,1.05,201.29,0.0,9.614,0.0,2.0426002,1.0,0.0,0.99683255,-0.21369666,-0.035347037,0.5134982,Non-Pulsar
80.44,21.21,183.61,6.8031225,135.026,-26.809122,1.8689257,0.0,1.7274704,0.10524598,0.09430688,0.05371645,0.026601922,Non-Pulsar
80.45,56.97,153.87,2.3802612,4.465,-28.054373,2.6043046,0.0,0.6678737,-0.19312914,-0.5787609,-0.06853329,0.07634297,Non-Pulsar
80.47,-38.81,243.31,4.991831,12.511,-28.638876,2.4882882,0.0,0.43994048,-0.2264628,-0.3701706,-0.27584884,0.2886152,Non-Pulsar
80.74,-36.47,240.62,6.766544,116.27,-27.850872,2.3633158,0.0,1.8524624,-0.14667934,-0.29000318,-0.37555945,-0.111780204,Non-Pulsar
81.03,-56.99,265.21,2.2134001,6.313,-28.898396,2.4208972,0.0,0.43366057,-0.21641745,-0.06252253,-0.3115345,3.2247648,Non-Pulsar
81.13,28.66,177.73,3.239581,21.579,-27.758034,1.9189684,0.0,0.721858,-0.18467571,0.12810564,0.075518675,0.022868471,Non-Pulsar
81.15,-26.24,229.14,3.1870131,6.4,-28.632948,2.246053,0.0,0.24917051,-0.3941257,-0.12291594,-0.30371943,0.45939907,Non-Pulsar
81.17,-28.33,231.45,3.7658176,5.937,-28.732542,2.6216493,0.0,0.28528976,-0.1662332,-0.2126482,-0.54119414,1.905574,Non-Pulsar
81.37,-46.01,251.98,2.8769765,10.133,-28.658115,2.2311177,0.0,0.45906627,-0.3351523,0.08787114,-0.10625014,-2.527737,Non-Pulsar
81.42,-20.14,222.67,2.9122162,7.855,-28.77968,2.0253353,0.0,0.78355217,0.78723305,0.012785251,-0.06472513,-0.016751967,Non-Pulsar
81.42,-60.23,269.11,2.981584,24.931,-28.545855,1.8648287,0.0,0.17110029,-0.073641114,-0.008856301,0.22194245,0.18354896,Non-Pulsar
81.47,-0.87,203.61,3.8821528,11.688,-28.111694,2.1110687,0.0,0.7287472,0.5203282,-0.030031744,-0.014303623,0.19608453,Non-Pulsar
81.55,63.3,148.63,2.7479684,7.249,-28.818537,2.034925,0.0,0.88370454,0.99999934,0.14310679,0.04760358,-0.49785605,Non-Pulsar
81.57,-48.52,255.0,7.397256,93.779,-27.655342,2.1979606,0.0,2.0102885,-0.021405626,-0.11769933,-0.18929723,-0.3813474,Non-Pulsar
81.59,22.78,182.88,0.0,7.902,0.0,2.1854632,1.0,0.0,-0.8495571,0.24780081,-0.11746539,-0.06896259,Non-Pulsar
81.69,-15.32,217.78,2.572417,19.097,-28.336235,1.7208629,0.0,1.1929663,0.3963255,0.40229952,0.03252453,-0.3315393,Non-Pulsar
81.84,-62.4,271.69,2.2347817,6.604,-29.052408,2.019515,0.0,-0.11334345,0.9999722,0.08035318,0.13750674,-0.0484606,Non-Pulsar
82.19,-59.34,268.02,2.88567,17.091,-28.768686,2.0088694,0.0,0.54634887,0.9932046,-0.18307127,0.20796442,0.23857823,Non-Pulsar
82.28,-1.03,204.17,1.8663999,5.138,-28.1153,2.3137612,0.0,0.20977679,-0.04325618,-0.11482356,-0.65836406,1.4469255,Non-Pulsar
82.3,9.6,194.58,0.0,9.666,0.0,2.0302596,1.0,0.0,-0.24033421,-0.18858166,-0.09414354,0.6118832,Non-Pulsar
82.33,-72.73,283.82,4.1736403,10.133,-28.442612,2.3122237,0.0,0.0882149,0.75191647,-0.36852378,0.09862428,0.058563024,Non-Pulsar
82.37,-5.36,208.29,2.9754236,7.295,-27.874346,2.6958458,0.0,0.855183,-0.12645774,-0.2824872,-0.5174426,3.0222151,Non-Pulsar
82.61,33.05,174.78,0.0,6.22,0.0,2.0416932,1.0,0.0,-0.2371165,-0.46404004,0.15502247,0.5671337,Non-Pulsar
82.74,13.54,191.36,6.2860427,27.482,-27.123337,2.5542922,0.0,1.9053409,0.030706681,-0.3620165,-0.5570312,-0.058933202,Non-Pulsar
83.0,-48.46,255.03,8.246182,75.359,-27.685797,2.0881515,0.0,1.8917489,0.12221177,-0.043632902,-0.15410005,-0.21598758,Non-Pulsar
83.17,7.55,196.84,6.696096,79.962,-27.442879,2.2919042,0.0,2.0661,-0.1140682,-0.2198931,-0.21727589,-0.16717908,Non-Pulsar
83.19,57.82,153.92,2.7082648,6.212,-28.187502,2.5469072,0.0,0.66170543,0.09969408,-0.41985217,-0.4046786,0.07294083,Non-Pulsar
83.2,-39.69,244.78,4.0310497,18.513,-28.554352,2.6036375,0.0,-0.5092347,-0.29003263,-0.37088168,-0.37644163,-0.18089087,Non-Pulsar
83.25,-83.43,295.85,4.562831,7.997,-28.528032,2.1077673,0.0,0.33053187,-0.31677365,-0.1123295,-0.07843272,-0.011744705,Non-Pulsar
83.25,69.61,143.23,2.5689723,5.569,-28.766535,2.3026028,0.0,-1.4038737,-0.035376605,-0.63676476,0.36565515,0.62477916,Non-Pulsar
83.27,-84.78,297.32,3.7884018,5.213,-28.722317,2.1898112,0.0,-0.61696875,0.9920361,-0.33195668,-0.031356614,0.28961223,Non-Pulsar
83.28,-61.32,270.35,1.9009093,5.307,-28.550695,2.9379904,0.0,0.2275727,-0.47453496,-0.6257968,-0.10336485,0.08068213,Non-Pulsar
83.33,-55.82,263.8,2.7106924,5.98,-28.4858,2.780616,0.0,0.90257657,-0.23119529,-0.43856227,-0.9783258,0.8295992,Non-Pulsar
83.33,48.38,162.17,6.018374,59.144,-27.637224,2.301231,0.0,1.7842696,-0.100140624,-0.16427365,-0.29154715,-0.54813784,Non-Pulsar
83.47,-37.83,242.71,3.688227,8.6,-28.791956,2.336663,0.0,0.1306308,-0.35689738,-0.0178358,-0.5646569,3.322433,Non-Pulsar
83.54,-72.31,283.26,2.8557746,4.092,-28.556002,2.363601,0.0,0.6253093,-0.9422085,0.7575711,-0.3940907,1.4364607,Non-Pulsar
83.64,22.01,184.56,5.0545187,25.186,-24.557205,2.2742753,0.0,3.3142622,-0.006264479,-0.11319531,-0.28390825,-0.4395007,Pulsar
83.95,-66.08,275.96,2.7072108,5.177,-28.911009,1.6421299,0.0,0.8479134,-0.99908066,0.9975712,0.5021428,0.14325337,Non-Pulsar
84.02,-27.91,231.84,2.688596,7.517,-28.471214,2.526355,0.0,-1.736513,-0.19949493,-0.31731912,-0.2706532,-0.122563735,Non-Pulsar
84.07,17.55,188.59,2.9994216,14.119,-28.076084,1.8977411,0.0,1.1025798,0.9948188,0.3293678,0.008954661,-0.21666873,Non-Pulsar
84.1,-34.02,238.55,6.5672727,21.57,-28.088953,2.4270482,0.0,1.6546814,-0.14145732,-0.42118686,-0.4046262,0.060356103,Non-Pulsar
84.11,-33.72,238.23,2.8938973,30.27,-27.96101,1.6171901,0.0,1.2910129,-0.1810971,0.41838187,0.14225414,0.13884126,Non-Pulsar
84.13,-25.8,229.62,2.1967597,9.308,-28.861973,1.9316611,0.0,0.42384186,0.73279357,0.32704183,-0.075567834,-0.906831,Non-Pulsar
84.43,-57.29,265.55,2.5522666,20.879,-28.501432,1.7604206,0.0,1.1089815,0.13710931,0.17705755,0.15795068,0.18023813,Non-Pulsar
84.57,-39.17,244.44,3.8186388,10.604,-28.867697,1.9709527,0.0,0.27195686,-0.1725608,0.29556772,0.029233472,-2.015621,Non-Pulsar
84.66,4.73,200.12,2.6431358,4.602,-28.513594,1.8847136,0.0,0.5211155,0.074133344,-0.98243576,0.9863824,0.7202813,Non-Pulsar
84.71,-44.09,250.08,9.248603,249.871,-27.124334,2.0465772,0.0,2.7295094,0.030082667,-0.050575096,-0.11355092,-0.2962746,Non-Pulsar
84.75,16.74,189.62,3.4227512,8.606,-28.44964,1.7047272,0.0,0.9895324,0.99945426,-0.045924943,0.58419603,0.39934424,Non-Pulsar
84.91,14.54,191.6,5.3729177,16.568,-27.522272,2.4696336,0.0,1.0454696,-0.020560637,-0.26687032,-0.3915597,-0.98451495,Non-Pulsar
84.93,-10.51,214.42,2.4194374,5.075,-27.922009,2.4192917,0.0,-0.31791598,-0.55984837,-0.749981,0.49778083,0.7219432,Non-Pulsar
84.94,-5.36,209.51,2.5524545,4.705,-27.274927,2.8991916,0.0,1.2271099,0.17955445,-0.42240041,-0.89950466,1.3183961,Non-Pulsar
85.0,-28.66,232.94,6.8135505,49.627,-28.12616,2.6612852,0.0,1.8507258,-0.30988318,-0.43422276,-0.5336,-0.6043154,Non-Pulsar
85.01,12.15,193.74,2.4657626,8.512,-28.011515,2.3876286,0.0,-2.1278715,-0.21037175,-0.29599488,-0.19206145,0.3614915,Non-Pulsar
85.09,-69.34,279.72,2.7635002,28.461,-27.274296,2.470557,0.0,2.0100112,-0.2184158,-0.26698208,-0.3620774,-0.011337187,Pulsar
85.15,58.39,153.94,3.1990712,25.663,-28.324942,1.8841027,0.0,-0.44996515,0.09797501,-0.1770418,0.21960184,0.36421743,Non-Pulsar
85.21,-54.26,261.99,4.897151,12.975,-28.177248,2.7531393,0.0,0.76895237,-0.24929488,-0.38974804,-0.6230341,-0.10221774,Non-Pulsar
85.28,-48.91,255.74,2.8248692,8.688,-28.93348,2.052291,0.0,-0.23404709,0.2589572,0.118988894,-0.43835863,-0.08263628,Non-Pulsar
85.35,-73.58,284.62,2.4645312,7.757,-28.642675,2.29634,0.0,0.21547991,-0.3937774,-0.0020433592,-0.15408793,-4.51139,Non-Pulsar
85.41,-5.7,210.06,2.568091,7.581,-27.311266,2.8442552,0.0,1.106563,0.07738458,-0.31728795,-0.5453014,-0.040346306,Non-Pulsar
85.61,35.78,173.81,2.562209,6.141,-27.236275,2.6957283,0.0,1.0592507,-0.047369137,-0.34834063,-0.42278567,0.28298926,Non-Pulsar
85.7,-34.98,240.0,2.3280416,5.822,-29.035269,1.9649005,0.0,-0.29035306,-0.35525665,0.1261298,0.08700534,0.14376068,Non-Pulsar
85.74,-9.22,213.55,4.1312256,15.843,-27.121494,2.7028153,0.0,1.6501832,0.25310174,-0.4331893,-0.36464092,0.51943666,Non-Pulsar
85.81,82.63,130.69,5.260228,14.683,-28.779034,2.4795485,0.0,0.60051584,0.010276697,-0.21857646,-0.44082165,10.084867,Non-Pulsar
85.98,-55.53,263.51,5.908492,76.435,-27.678116,1.6606877,0.0,1.6464403,0.26218534,0.19607534,0.19770944,0.23113638,Non-Pulsar
86.27,6.23,199.59,2.9697158,7.619,-27.769527,2.6122522,0.0,1.3906913,0.39327422,-0.3716669,-0.9993667,1.0038855,Non-Pulsar
86.73,-22.11,226.67,2.139622,5.925,-28.957504,2.028755,0.0,0.0913087,0.8771575,-0.09292924,-0.077983506,-0.36963943,Non-Pulsar
87.14,-52.32,259.83,3.6540322,11.148,-29.107021,1.7443552,0.0,1.2995301,0.9997297,0.5180164,0.15493074,-0.39277366,Non-Pulsar
87.27,32.97,176.93,2.6433952,9.532,-28.15857,2.0407085,0.0,0.2745121,-0.33547544,0.25247535,-0.04707023,-0.20749758,Non-Pulsar
87.58,-57.55,265.92,3.3496902,9.553,-28.771984,2.2525225,0.0,0.42930403,0.28807437,-0.047602426,-0.2050024,-5.9844923,Non-Pulsar
87.63,-32.28,237.56,0.0,16.323,0.0,1.8294437,1.0,0.0,-0.15697551,0.04930781,0.22877425,0.14434658,Non-Pulsar
87.75,25.87,183.24,2.1854436,5.862,-27.269047,2.458488,0.0,0.78831726,0.22681047,-0.13827269,-0.32497877,-0.12710673,Non-Pulsar
87.75,-16.38,221.34,4.0604243,5.551,-29.19435,2.2533236,0.0,1.2278403,0.9991478,0.45870903,-0.33646393,-45.522293,Non-Pulsar
87.97,-35.28,240.87,2.7788446,5.014,-29.015324,2.0967965,0.0,-0.5990106,-0.19391544,0.12863848,-0.13083652,-0.31291738,Non-Pulsar
88.1,37.92,173.0,2.447955,9.407,-27.682005,2.5202677,0.0,0.87028515,-0.00085272995,-0.3799785,-0.23783942,0.20929542,Non-Pulsar
88.22,3.23,203.22,3.6859295,4.445,-27.393826,2.4136286,0.0,0.6462457,0.09212218,-0.13470691,-0.3777497,2.7458105,Non-Pulsar
88.39,-20.58,225.74,3.340764,27.389,-28.209246,1.8968011,0.0,1.2649714,-0.071883805,0.19913091,-0.097307675,-0.15641035,Non-Pulsar
88.55,31.12,179.08,2.6835325,45.036,-27.715233,1.9549568,0.0,2.7280953,0.3518442,0.093854696,-0.49227485,-0.6965118,Pulsar
88.59,-10.15,215.71,2.1233559,6.406,-27.734356,2.5972447,0.0,1.2956958,-0.21047887,-0.26763514,-0.802945,1.5873096,Non-Pulsar
88.61,-27.96,233.31,2.9250958,6.06,-29.041962,1.5423665,0.0,0.52658707,0.96688515,0.99045473,0.91309994,0.6400851,Non-Pulsar
88.78,3.07,203.64,2.902434,8.55,-27.360535,2.823608,0.0,1.3703766,0.11588397,-0.4338675,-0.47606373,0.54744804,Non-Pulsar
88.9,39.79,171.68,5.4366107,22.583,-27.70584,2.648592,0.0,1.7917155,-0.17679776,-0.46398222,-0.6147648,-2.3832397,Non-Pulsar
89.07,-43.87,250.49,3.810423,18.002,-28.529003,1.858257,0.0,1.2429951,0.999999,0.35186455,0.0020038022,-0.22795661,Non-Pulsar
89.31,77.09,136.63,2.8580747,6.846,-28.938154,2.1546376,0.0,0.12899901,0.7361822,-0.0536409,-0.15954375,-0.005744172,Non-Pulsar
89.34,-6.27,212.41,2.444867,9.133,-28.18159,2.0963988,0.0,-0.58570063,-0.10336133,-0.6232541,0.24954696,0.7518003,Non-Pulsar
89.37,-3.05,209.46,1.8164546,4.509,-27.842115,2.5060515,0.0,0.21860234,0.107410066,-0.61326766,-0.07993536,0.6949707,Non-Pulsar
89.42,-7.35,213.45,3.2606554,5.927,-28.47323,1.9182932,0.0,-1.9858735,-0.33497882,-0.88413817,0.90669143,0.72108966,Non-Pulsar
89.52,-38.63,244.85,3.128924,28.7,-28.245613,1.6983672,0.0,1.1492418,0.19245134,0.2121736,0.13969915,0.25245413,Non-Pulsar
89.54,-28.98,234.67,2.7270741,7.578,-28.851955,2.2632997,0.0,0.37170088,-0.22732079,0.011509171,-0.27041584,8.61632,Non-Pulsar
89.72,-74.99,286.09,3.0418968,22.978,-28.304523,1.9546953,0.0,0.8669637,-0.064990744,0.10871722,-0.011211802,-0.07152877,Non-Pulsar
89.9,30.75,179.98,2.6405113,8.558,-28.495342,1.5867844,0.0,1.0027695,-0.9968655,0.9986338,0.9847567,0.4657219,Non-Pulsar
89.95,-18.3,224.1,2.0146894,5.251,-28.399302,2.5674126,0.0,-0.83940625,-0.3728622,-0.5103377,-0.10121146,0.5402121,Non-Pulsar
90.0,64.16,149.63,2.443645,9.896,-28.848677,2.083123,0.0,-0.6670142,0.22576304,-0.4431645,0.3915388,0.44628033,Non-Pulsar
90.08,12.74,195.72,2.7734208,13.408,-28.118656,1.4077872,0.0,1.0981507,-0.96999305,1.0,0.50683093,0.46232894,Non-Pulsar
90.15,-39.65,246.09,4.7448044,16.758,-28.229933,2.656944,0.0,1.4999801,-0.3067455,-0.5020308,-0.6921904,-4.9516816,Non-Pulsar
90.27,38.63,173.21,2.4240696,22.024,-28.095356,2.006946,0.0,-0.39260724,-0.072048075,-0.10788231,0.0961176,0.118843265,Non-Pulsar
90.3,-70.59,281.02,6.8634887,60.791,-27.977318,2.2638283,0.0,1.9445834,-0.011672993,-0.18970333,-0.30196986,-0.21115127,Non-Pulsar
90.33,-72.64,283.37,0.0,8.908,0.0,2.2045777,1.0,0.0,0.916366,-0.11876067,-0.27964163,-0.060508706,Non-Pulsar
90.33,54.73,158.65,2.9261925,7.349,-28.904755,1.7463341,0.0,-0.8605607,-0.83864003,0.5083876,0.3698223,0.07395746,Non-Pulsar
90.37,23.35,186.62,2.5916007,9.514,-27.26802,3.119243,0.0,1.4338909,0.13940562,-0.5592695,-0.6920794,-0.13884994,Non-Pulsar
90.47,-20.06,226.02,3.0383065,13.079,-28.396759,2.6916916,0.0,0.22538427,-0.31518888,-0.4209316,-0.5788801,0.334548,Non-Pulsar
90.51,53.27,160.07,4.330814,31.037,-28.290396,1.9676299,0.0,0.29083204,0.07679182,0.0013454253,0.06540739,0.0857824,Non-Pulsar
90.7,-0.12,207.43,0.0,7.155,0.0,2.3381147,1.0,0.0,-0.25563496,-0.1562994,-0.29305965,0.032034557,Non-Pulsar
90.72,-40.33,246.94,3.5100472,42.196,-27.999306,1.7229947,0.0,1.6919258,0.99938905,0.10955212,0.20109557,0.1657075,Non-Pulsar
90.72,60.7,153.11,2.8995595,4.937,-28.664658,2.3711524,0.0,-0.22984868,-0.2364227,-0.17583297,-0.20941034,-1.8165398,Non-Pulsar
90.76,-29.61,235.69,1.7099267,4.698,-28.777756,2.496543,0.0,0.37202996,0.16544308,-0.37760723,-0.18625091,-1.1762217,Non-Pulsar
90.98,21.98,188.08,3.0282667,11.826,-27.22227,2.5215383,0.0,-0.95044166,-0.011558706,-0.6231818,0.17710467,0.531108,Non-Pulsar
91.05,-48.28,255.68,3.550981,16.045,-28.664532,1.8857121,0.0,0.2874971,0.96842456,0.10304153,0.003954325,0.040953096,Non-Pulsar
91.14,-48.86,256.34,0.0,4.322,0.0,2.3537204,1.0,0.0,-0.5297047,-0.21864022,-0.24345857,-0.108575255,Non-Pulsar
91.21,44.19,168.58,5.0135727,10.685,-28.147194,2.5771923,0.0,0.293288,-0.26142535,-0.25238645,-0.39344534,7.335463,Non-Pulsar
91.24,-0.0,207.58,2.3234024,14.047,-27.834112,2.012472,0.0,0.89750683,0.5306604,-0.02953665,-0.05693916,0.42591587,Non-Pulsar
91.64,-47.5,254.91,2.970655,14.127,-28.617716,1.848581,0.0,0.75958025,0.9949991,0.1685562,0.08175743,0.104174584,Non-Pulsar
91.74,44.04,168.9,2.8547988,4.904,-28.787683,1.8693658,0.0,0.5442037,0.7228308,0.9708704,-0.13662073,0.7195534,Non-Pulsar
91.82,-25.31,231.71,2.8433175,9.285,-28.87656,1.9060788,0.0,0.54054934,0.9999374,0.5700631,0.053565104,-31.81046,Non-Pulsar
91.86,47.66,165.63,5.1340656,68.234,-27.699638,1.9659305,0.0,1.7164574,0.033753153,0.05528598,-0.016744256,-0.1503386,Non-Pulsar
92.01,67.35,146.81,4.501418,16.702,-28.334875,2.3597524,0.0,1.1510189,-0.13002583,-0.098929286,-0.4380143,14.050474,Non-Pulsar
92.01,-8.59,215.76,5.8620706,32.646,-27.58226,2.3727977,0.0,1.5260758,-0.0982919,-0.21183868,-0.30351594,-0.4971769,Non-Pulsar
92.03,-60.48,269.47,3.9385483,6.637,-28.118776,2.7618725,0.0,0.49808946,0.2568816,-0.44529104,-0.50734437,-5.81843,Non-Pulsar
92.03,-15.36,222.12,5.9566426,21.234,-27.964552,2.4852147,0.0,1.0576657,-0.1500449,-0.37089735,-0.37232727,-0.02659698,Non-Pulsar
92.2,55.9,158.02,2.813168,5.023,-28.562885,2.4909613,0.0,0.3838031,0.69229585,-0.32766157,-0.22903888,-1.0856761,Non-Pulsar
92.24,-54.94,263.24,4.7793446,17.666,-28.386253,2.5245423,0.0,1.1214724,-0.1699436,-0.35639915,-0.5553587,-1.9300565,Non-Pulsar
92.26,-22.33,228.92,3.2696002,8.75,-28.54444,2.3159852,0.0,0.15549769,0.01598681,-0.112470806,-0.15187527,-2.9905415,Non-Pulsar
92.31,-2.8,210.6,2.5347657,26.779,-27.963936,1.5895778,0.0,1.7665093,0.9911322,0.66046053,0.1725933,0.033746272,Non-Pulsar
92.4,14.04,195.68,2.0706177,7.936,-27.314392,2.8376527,0.0,1.2610695,0.27069598,-0.42871693,-0.64685917,0.6065772,Non-Pulsar
92.55,-18.81,225.62,3.5203805,15.486,-28.098316,2.2549174,0.0,0.8833914,0.15321659,-0.046917986,-0.2843454,-0.72259575,Non-Pulsar
92.68,16.95,193.26,1.936729,5.943,-27.014015,2.8389106,0.0,1.4725503,0.34720844,-0.42426115,-0.63975376,0.5072394,Non-Pulsar
92.73,-60.92,270.0,3.8593469,12.047,-28.033834,2.7531831,0.0,1.0842289,-0.3779629,-0.29877424,-0.6109081,9.045087,Non-Pulsar
92.8,43.43,169.81,2.6209648,19.6,-28.26016,1.696263,0.0,0.97307885,0.4123777,0.10762603,0.23404944,0.33353528,Non-Pulsar
92.91,-27.22,233.97,6.1507483,30.111,-28.486454,2.3434017,0.0,0.6480376,-0.21998848,-0.1417324,-0.16566437,-2.667053,Non-Pulsar
92.92,28.06,183.62,3.419787,10.706,-27.753397,2.401088,0.0,-0.2682295,-0.22649963,-0.13246667,-0.27658668,-2.1299133,Non-Pulsar
93.13,-31.64,238.49,4.2441397,11.582,-28.402445,2.491887,0.0,-0.27406785,-0.35295227,-0.19883618,-0.39689133,-2.6895247,Non-Pulsar
93.14,-39.58,246.69,2.8112042,6.432,-28.45668,2.5404356,0.0,-0.38241595,-0.50675946,-0.14427164,-0.26332712,6.2495027,Non-Pulsar
93.22,41.37,171.83,4.601732,89.558,-27.500277,1.8400599,0.0,2.3184927,0.21259859,0.1175604,0.0064073727,-0.09982106,Non-Pulsar
93.41,71.14,143.14,0.0,8.484,0.0,2.0941036,1.0,0.0,-0.36728808,-0.10309197,-0.067242905,0.29733983,Non-Pulsar
93.42,17.15,193.43,3.9271047,4.685,-27.497778,2.4590628,0.0,1.1952784,0.9587539,0.504638,-0.33656415,-2.8541026,Non-Pulsar
93.72,61.61,152.8,3.6966891,6.151,-28.500013,2.5404818,0.0,0.1907391,-0.11623213,-0.4632912,-0.30290025,0.4240359,Non-Pulsar
93.74,24.45,187.15,2.3407817,7.488,-27.84779,2.277488,0.0,0.95474213,0.9999885,0.12455492,-0.0870495,0.00934513,Non-Pulsar
93.84,-31.29,238.35,3.5643778,13.365,-28.54803,2.2128365,0.0,-0.16754411,-0.105558,-0.14412794,-0.13468082,-0.28444576,Non-Pulsar
94.04,-17.55,225.01,2.4890826,5.631,-28.775877,1.3947723,0.0,0.8959731,0.97810024,0.23954226,0.6537347,0.12765488,Non-Pulsar
94.18,-10.82,218.78,3.0437899,7.186,-27.626614,2.890947,0.0,1.1794873,-0.4080516,-0.6061932,-0.516118,0.74350685,Non-Pulsar
94.24,43.68,170.05,0.0,5.501,0.0,1.8457897,1.0,0.0,-0.22551909,-0.31663227,0.09880182,0.6804048,Non-Pulsar
94.32,57.02,157.42,4.717361,46.908,-27.938992,1.9336871,0.0,1.3078126,0.1285704,0.063555665,0.01937501,-0.0325257,Non-Pulsar
94.43,-17.25,224.89,3.3386812,29.062,-27.976467,1.8352001,0.0,1.1450107,-0.016442224,0.11006385,0.10812836,0.27397633,Non-Pulsar
94.5,-3.33,212.09,3.510034,4.418,-27.935343,2.6479013,0.0,0.20422857,-0.29757994,0.0548548,-0.566452,1.3213731,Non-Pulsar
94.53,-24.48,231.86,2.2358136,8.754,-28.550756,2.214639,0.0,0.79022664,0.32315418,-0.037397232,-0.2192982,-0.12065438,Non-Pulsar
94.75,-11.64,219.78,3.389055,6.0,-27.780968,2.4846816,0.0,0.59642744,0.6750122,-0.043966513,-0.563181,1.5579275,Non-Pulsar
95.02,57.56,157.05,2.371578,4.747,-28.99795,1.9905553,0.0,-0.043809813,-0.11356933,0.0012540127,0.40576932,0.48804265,Non-Pulsar
95.08,38.08,175.47,2.2377336,4.983,-27.760767,2.5423229,0.0,-0.34374946,-0.13625833,-0.5248561,-0.3028896,0.33421224,Non-Pulsar
95.14,-25.21,232.79,4.947389,17.801,-28.074816,2.6112413,0.0,0.9735796,-0.19720773,-0.36128038,-0.39747125,-0.01882602,Non-Pulsar
95.18,26.73,185.74,2.378419,11.721,-28.371521,1.5881367,0.0,-0.033618663,-0.9994911,0.9999995,0.2805026,0.34666952,Non-Pulsar
95.3,-46.81,254.79,2.4728017,5.753,-28.625153,2.6969438,0.0,-0.5278677,-0.206269,-0.3694314,-0.45911494,5.0853457,Non-Pulsar
